address,sbl_long,sbl_short,sale_price,sale_date,assessment,prop_type,lot_size,yr_blt,sqft,bedrooms,baths,fireplaces
"61 BUTLER, Buffalo",1003400003018000,100.34-3-18,"$47,000",4/7/2006,"$146,000",Commercial - Apartment ,35 x 105,,,,,
"27 ARKANSAS, Buffalo",0994200002006000,99.42-2-6,"$32,000",4/7/2006,"$109,000",Residential - 1 Family ResOld style,25 x 110,1900,"1,262",3,1,0
"129 SHOSHONE, Buffalo",0795300003027000,79.53-3-27,"$145,000",4/7/2006,"$199,000",Commercial - Apartment ,66 x 159,,,,,
"300 HOLLY, Buffalo",1234200004008000,123.42-4-8,"$66,000",4/7/2006,"$86,000",Residential - 1 Family ResOld style,30 x 101,1902,"1,383",4,1,0
"2335 MAIN, Buffalo",0895100004042000,89.51-4-42,"$105,000",4/7/2006,"$431,000",Commercial - Det row bldg ,66 x 120,,,,,
"1580 BAILEY, Buffalo",1122400006016000,112.24-6-16,"$53,000",4/7/2006,"$8,000",Vacant Land - Vacant comm ,60 x 109,,,,,
"67 FISHER, Buffalo",1012700003007000,101.27-3-7,"$31,900",4/7/2006,"$50,000",Residential - 1 Family ResOld style,30 x 111,1920,"1,310",3,1,0
"147 MARTHA, Buffalo",0904200006005000,90.42-6-5,"$40,000",4/6/2006,"$52,000",Residential - 1 Family ResCape cod,51 x 79,1945,"1,047",2,1,0
"64 NIAGARA, Buffalo",1115300004006000,111.53-4-6,"$465,000",4/5/2006,"$550,000",Commercial - Office bldg. ,44 x 0,,,,,
"333 BRYANT, Buffalo",1004500002030000,100.45-2-30,"$93,500",4/5/2006,"$353,000",Residential - 2 Family ResOld style,35 x 190,1900,"3,408",7,3,0
"33 NORTHRUP WEST, Buffalo",0795400003048000,79.54-3-48,"$59,900",4/5/2006,"$101,000",Residential - 1 Family ResOld style,34 x 109,1925,"1,408",3,1,0
"65 BURKE, Buffalo",0798300002013000,79.83-2-13,"$180,000",4/3/2006,"$213,000",Residential - 1 Family ResColonial,50 x 140,1931,"2,219",3,1.5,0
"160 DELAWARE, Buffalo",1114500002001100,111.45-2-1.1,"$4,890,000",4/3/2006,"$9,000,000",Commercial - Office bldg. ,340.98 x 348,,,,,
"1 STRATFORD, Buffalo",0785500002029000,78.55-2-29,"$68,500",3/31/2006,"$201,000",Residential - 2 Family ResOld style,35 x 110,1924,"2,376",6,2,0
"134 EAST END, Buffalo",0908300004006000,90.83-4-6,"$36,000",3/31/2006,"$43,000",Residential - 1 Family ResOld style,30 x 111,1930,"1,212",3,1,0
"1217 MAIN, Buffalo",1006300002036000,100.63-2-36,"$50,000",3/31/2006,"$46,000",Vacant Land - Vacant comm ,50 x 92,,,,,
"20 FLORENCE, Buffalo",0895000004007000,89.50-4-7,"$91,000",3/31/2006,"$220,000",Residential - 1 Family ResOld style,32 x 112,1915,"1,564",3,2,1
"186 CROWLEY, Buffalo",0774900003055000,77.49-3-55,"$43,000",3/31/2006,"$76,000",Residential - 1 Family ResOld style,30 x 0,1920,"1,333",4,1.5,0
"461 WOODWARD, Buffalo",0892600003022000,89.26-3-22,"$224,000",3/31/2006,"$378,000",Residential - 1 Family ResOld style,59.5 x 165,1920,"2,500",5,3,1
"48 ATLANTIC, Buffalo",1003800005023000,100.38-5-23,"$120,000",3/31/2006,"$291,000",Residential - 2 Family ResOld style,31 x 66,1878,"2,592",4,2,0
"471 DIVISION SOUTH, Buffalo",1111900005002100,111.19-5-2.1,"$66,000",3/30/2006,"$128,000",Residential - 1 Family ResColonial,43.33 x 120,1994,"1,220",3,1.5,0
"29 GRANGER, Buffalo",0896200002018000,89.62-2-18,"$172,000",3/30/2006,"$328,000",Residential - 2 Family ResOld style,33 x 151,1912,"2,806",6,2,0
"1323 WEST, Buffalo",0886600002021000,88.66-2-21,"$8,000",3/30/2006,"$71,000",Residential - 1 Family ResOld style,34.5 x 90,1900,"1,782",5,1,1
"1440 DELAVAN EAST, Buffalo",0907500001026000,90.75-1-26,"$70,000",3/30/2006,"$108,000",Commercial - 1 use sm bld ,34 x 133,,,,,
"116 ALTRURIA, Buffalo",1334600006023000,133.46-6-23,"$64,000",3/30/2006,"$86,000",Residential - 1 Family ResRanch,50 x 116,1961,888,3,1,0
"72 WOOD, Buffalo",1016500008021000,101.65-8-21,"$15,000",3/29/2006,"$31,000",Residential - 1 Family ResOld style,30 x 105,1910,959,3,1,0
"407 SPRING, Buffalo",1114900003027100,111.49-3-27.1,"$79,500",3/29/2006,"$130,000",Residential - 1 Family ResColonial,55 x 100,1995,"1,220",3,1.5,0
"91 POPLAR, Buffalo",1015800004073000,101.58-4-73,"$33,500",3/29/2006,"$42,000",Residential - 2 Family ResOld style,30 x 146,1927,"1,600",4,2,0
"197 AUBURN, Buffalo",0992600006006000,99.26-6-6,"$36,050",3/29/2006,"$108,000",Residential - 2 Family ResOld style,33 x 92,1900,"2,148",5,2,0
"146 DORRANCE, Buffalo",1338000004042000,133.80-4-42,"$85,000",3/29/2006,"$116,000",Residential - 1 Family ResCape cod,50 x 128,1954,"1,232",4,1,0
"591 ST LAWRENCE, Buffalo",0784300004001000,78.43-4-1,"$66,000",3/29/2006,"$102,000",Residential - 1 Family ResCape cod,46.32 x 130,1952,"1,008",3,1,0
"473 HINMAN, Buffalo",0774400002002000,77.44-2-2,"$62,000",3/29/2006,"$64,000",Residential - 2 Family ResOld style,33 x 90,1930,"2,024",6,2,0
"162 RIDGEWOOD, Buffalo",1336400005041000,133.64-5-41,"$68,000",3/29/2006,"$118,000",Residential - 1 Family ResCape cod,40 x 112,1953,"1,094",3,1,0
"43 FREUND, Buffalo",1012700007023000,101.27-7-23,"$59,900",3/28/2006,"$40,000",Residential - 1 Family ResOld style,30 x 111,1929,"1,532",3,1,0
"20 CAZENOVIA, Buffalo",1333300006024000,133.33-6-24,"$58,500",3/28/2006,"$113,000",Residential - 2 Family ResOld style,35 x 151,1925,"2,606",6,2,0
"98 DUNSTON, Buffalo",0772600006019000,77.26-6-19,"$49,500",3/27/2006,"$78,000",Residential - 1 Family ResOld style,30.06 x 106,1930,"1,596",3,1,0
"239 MCKINLEY PKWY, Buffalo",1336400003004000,133.64-3-4,"$95,000",3/24/2006,"$157,000",Residential - 1 Family ResOld style,45 x 128,1936,"1,305",2,1.5,1
"14 GUNNELL, Buffalo",0784200003016000,78.42-3-16,"$62,000",3/24/2006,"$103,000",Residential - 1 Family ResRanch,40 x 120,1950,"1,036",2,1,0
"98 PROCTOR, Buffalo",0906500003023000,90.65-3-23,"$57,000",3/23/2006,"$77,000",Residential - 1 Family ResOld style,36 x 112,1930,"1,504",3,1,0
"196 STARIN, Buffalo",0787500005018000,78.75-5-18,"$148,464",3/23/2006,"$193,000",Residential - 1 Family ResOld style,40 x 128,1920,"1,804",3,1,1
"76 WINSPEAR, Buffalo",0795500004023000,79.55-4-23,"$74,900",3/23/2006,"$104,000",Residential - 2 Family ResOld style,35 x 125,1912,"2,304",6,2,1
"11 SPAULDING, Buffalo",1332200008001000,133.22-8-1,"$52,000",3/23/2006,"$71,000",Residential - 2 Family ResOld style,43 x 104,1925,"2,156",6,2,0
"726 TAUNTON, Buffalo",0794500003003000,79.45-3-3,"$60,000",3/23/2006,"$123,000",Residential - 2 Family ResDuplex,42.65 x 0,1951,"1,632",4,2,0
"712 TAUNTON, Buffalo",0785200002007000,78.52-2-7,"$60,000",3/23/2006,"$113,000",Residential - 2 Family ResDuplex,43.72 x 131,1940,"1,612",4,2,0
"716 TAUNTON, Buffalo",0794500003001000,79.45-3-1,"$60,000",3/23/2006,"$113,000",Residential - 2 Family ResDuplex,43.54 x 0,1951,"1,612",4,2,0
"722 TAUNTON, Buffalo",0794500003002000,79.45-3-2,"$60,000",3/23/2006,"$123,000",Residential - 2 Family ResDuplex,43.54 x 0,1951,"1,633",4,2,0
"97 DEPEW EAST, Buffalo",0902100004016000,90.21-4-16,"$69,000",3/23/2006,"$103,000",Residential - 1 Family ResCape cod,66 x 72,1930,"1,414",3,1,1
"337 HASTINGS, Buffalo",0904300001006000,90.43-1-6,"$45,000",3/22/2006,"$56,000",Residential - 1 Family ResCape cod,50 x 105,1943,"1,152",3,1,0
"532 LISBON, Buffalo",0797400001030000,79.74-1-30,"$70,000",3/22/2006,"$67,000",Residential - 2 Family ResColonial,30 x 103,1960,"2,200",6,2,0
"1352 GENESEE, Buffalo",1015400001014000,101.54-1-14,"$200,000",3/22/2006,"$440,000",Commercial - Other Storage ,202.17 x 0,,,,,
"42 ROYAL, Buffalo",0775600002052000,77.56-2-52,"$44,000",3/21/2006,"$78,000",Residential - 1 Family ResOld style,30 x 110,1900,"1,311",4,1,0
"405 AMHERST ST, Buffalo",0883500007006000,88.35-7-6,"$70,000",3/20/2006,"$110,000",Commercial - Det row bldg ,60 x 120,,,,,
"822 ASHLAND, Buffalo",0896100003009000,89.61-3-9,"$162,500",3/20/2006,"$235,000",Residential - 1 Family ResOld style,29 x 140,1900,"1,900",4,1,0
"855 PROSPECT, Buffalo",0995000008008000,99.50-8-8,"$25,000",3/20/2006,"$87,000",Residential - 2 Family ResOld style,26 x 165,1910,"2,023",3,2,0
"55 DALLAS, Buffalo",1337100006010000,133.71-6-10,"$43,500",3/17/2006,"$72,000",Residential - 1 Family ResCape cod,43 x 166,1950,"1,026",4,1,0
"437 LINWOOD AVE, Buffalo",1003900002035200,100.39-2-35.2,"$190,000",3/17/2006,"$360,000",Commercial - Apartment ,59 x 112,,,,,
"225 LANDON, Buffalo",1005100002022000,100.51-2-22,"$16,480",3/16/2006,"$30,000",Residential - 1 Family ResOld style,32.5 x 112,1925,"1,470",3,1,0
"772 AUBURN, Buffalo",1002200002053000,100.22-2-53,"$261,000",3/16/2006,"$416,000",Residential - 2 Family ResOld style,40.65 x 148,1900,"3,944",7,3,0
"916 FILLMORE, Buffalo",1008400003008000,100.84-3-8,"$40,000",3/16/2006,"$43,000",Residential - Multiple resOld style,30 x 132.5,1853,"2,928",6,2,0
"71 STANLEY, Buffalo",1124100002016000,112.41-2-16,"$25,000",3/15/2006,"$51,000",Residential - 2 Family ResOld style,60 x 125,1910,"1,840",5,2,0
"137 SARANAC, Buffalo",0786500003035000,78.65-3-35,"$141,000",3/15/2006,"$255,000",Residential - 1 Family ResOld style,55 x 175,1920,"2,684",4,1.5,1
"21 DELANEY, Buffalo",0784200001024000,78.42-1-24,"$100,000",3/15/2006,"$123,000",Residential - 2 Family ResCape cod,60 x 120,1952,"1,252",4,2,0
"751 TONAWANDA, Buffalo",0776500001034100,77.65-1-34.1,"$9,000",3/15/2006,"$26,000",Vacant Land - Com vac w/imp ,45.33 x 160,,,,,
"37 HAMLIN, Buffalo",1002600004011000,100.26-4-11,"$58,000",3/15/2006,"$63,000",Residential - 1 Family ResOld style,36 x 105,1925,"1,745",4,1,0
"31 AUCHINVOLE, Buffalo",0992700008007000,99.27-8-7,"$34,900",3/15/2006,"$176,000",Residential - Multiple resOld style,30 x 149.32,1877,"2,218",3,2,0
"75 DORCHESTER, Buffalo",0887600005028000,88.76-5-28,"$270,000",3/13/2006,"$384,000",Residential - 1 Family ResColonial,40 x 109,1900,"3,176",4,2.5,0
"185 CULVER, Buffalo",1336400005019000,133.64-5-19,"$85,000",3/13/2006,"$141,000",Residential - 1 Family ResCape cod,40 x 112,1952,"1,332",3,1,0
"263 LAUREL, Buffalo",1004900004038000,100.49-4-38,"$28,800",3/10/2006,"$65,000",Residential - 2 Family ResOld style,30 x 107,1900,"2,670",6,2,0
"133 PARKSIDE, Buffalo",0894200004017000,89.42-4-17,"$200,000",3/10/2006,"$225,000",Residential - 1 Family ResOld style,58.17 x 172,1920,"3,035",5,3.5,5
"147 HEWITT, Buffalo",0798000005013000,79.80-5-13,"$43,460",3/9/2006,"$56,000",Residential - 1 Family ResOld style,35 x 110,1920,"1,430",3,1,0
"664 WILLIAM, Buffalo",1115900002036000,111.59-2-36,"$15,000",3/8/2006,"$102,000",Commercial - Det row bldg ,53 x 69.99,,,,,
"93 HOMER, Buffalo",0786300004051000,78.63-4-51,"$84,694",3/7/2006,"$179,000",Residential - 1 Family ResOld style,35 x 150,1920,"1,809",3,1.5,0
"110 LAIRD, Buffalo",0774900002027000,77.49-2-27,"$67,780",3/2/2006,"$85,000",Residential - 1 Family ResOld style,34 x 110,1923,"1,727",3,1,0
"2289 DELAWARE, Buffalo",0787100002055000,78.71-2-55,"$82,000",3/2/2006,"$200,000",Commercial - Det row bldg ,38.29 x 137,,,,,
"50 WILBURY, Buffalo",0786200004009000,78.62-4-9,"$101,000",3/2/2006,"$177,000",Residential - 1 Family ResOld style,33 x 126,1927,"2,048",4,1,0
"667 DELAVAN WEST, Buffalo",0897800001067000,89.78-1-67,"$83,500",3/2/2006,"$336,000",Residential - 2 Family ResOld style,32.5 x 126,1900,"2,848",4,2,0
"821 TACOMA, Buffalo",0786800006006000,78.68-6-6,"$126,000",2/28/2006,"$163,000",Residential - 1 Family ResOld style,40 x 140,1928,"1,580",3,1.5,0
"126 KRAKOW, Buffalo",1232500001036000,123.25-1-36,"$63,000",2/27/2006,"$84,000",Residential - 1 Family ResRanch,37 x 0,1960,"1,066",2,1,0
"506 PORTER, Buffalo",0997600003003000,99.76-3-3,"$65,000",2/27/2006,"$240,000",Residential - 1 Family ResOld style,27.5 x 41,1890,"2,632",4,1,0
"216 WOODBRIDGE, Buffalo",0788400001001000,78.84-1-1,"$290,000",2/27/2006,"$418,000",Residential - 1 Family ResOld style,60 x 150,1910,"3,457",6,2.5,1
"337 HOYT, Buffalo",0887600002034000,88.76-2-34,"$35,000",2/24/2006,"$159,000",Residential - 2 Family ResOld style,30 x 133,1890,"1,760",4,2,0
"62 CHAUNCEY, Buffalo",1125700004043000,112.57-4-43,"$40,425",2/24/2006,"$58,000",Residential - 1 Family ResCape cod,43.75 x 112,1955,"1,148",3,1,0
"132 BURKE, Buffalo",0797500003011000,79.75-3-11,"$90,000",2/24/2006,"$96,000",Residential - 1 Family ResCape cod,23.43 x 140,1943,"1,456",3,1.5,1
"234 HUNTINGTON, Buffalo",0787600005003000,78.76-5-3,"$125,000",2/23/2006,"$221,000",Residential - 2 Family ResColonial,45 x 150,1940,"2,598",5,2,0
"607 ASHLAND, Buffalo",0897700004033000,89.77-4-33,"$380,000",2/23/2006,"$683,000",Residential - 1 Family ResOld style,40 x 173,1902,"3,903",4,4,0
"286 SUMMIT, Buffalo",0892600003008000,89.26-3-8,"$158,500",2/23/2006,"$373,000",Residential - 1 Family ResOld style,46.5 x 167,1920,"2,538",4,2.5,1
"217 DARTMOUTH, Buffalo",0798000003008000,79.80-3-8,"$54,000",2/22/2006,"$59,000",Residential - 1 Family ResOld style,34 x 160,1920,"1,697",4,1,0
"148 SOUTH, Buffalo",1225600002013110,122.56-2-13.11,"$83,000",2/17/2006,"$116,000",Residential - 1 Family ResRanch,125.5 x 116,1997,"1,458",3,2,0
"1128 WEST, Buffalo",0888200007008000,88.82-7-8,"$43,000",2/17/2006,"$95,000",Residential - 2 Family ResOld style,33 x 113,1920,"2,304",4,2,0
"206 GOETHE, Buffalo",1124300006005000,112.43-6-5,"$49,900",2/17/2006,"$48,000",Residential - 2 Family ResOld style,30 x 129,1900,"1,512",8,2,0
"49 CABLE, Buffalo",1235000002027000,123.50-2-27,"$49,900",2/16/2006,"$59,000",Residential - 1 Family ResOld style,30 x 100,1920,990,3,1,0
"121 NORMAN, Buffalo",1238200003032000,123.82-3-32,"$43,000",2/16/2006,"$75,000",Residential - 1 Family ResCape cod,44 x 108,1951,"1,159",3,1,0
"319 OKELL, Buffalo",1337200001006000,133.72-1-6,"$65,000",2/16/2006,"$127,000",Residential - 1 Family ResCape cod,50 x 117,1946,"1,089",3,1,0
"141 ELMWOOD, Buffalo",1006900005026000,100.69-5-26,"$175,000",2/15/2006,"$374,000",Commercial - Det row bldg ,51 x 118,,,,,
"1364 KENSINGTON, Buffalo",0902600002046000,90.26-2-46,"$51,000",2/15/2006,"$38,800",Residential - 3 Family ResOld style,30 x 110,1920,"2,560",6,3,0
"16 COLTON, Buffalo",0787300004013000,78.73-4-13,"$80,000",2/15/2006,"$211,000",Residential - 1 Family ResOld style,35 x 100,1880,"1,738",4,1.5,0
"234 SARANAC, Buffalo",0785700002003000,78.57-2-3,"$80,000",2/15/2006,"$236,000",Residential - 2 Family ResOld style,35 x 175,1925,"2,474",6,2,0
"14 ARGYLE, Buffalo",0897000004009000,89.70-4-9,"$387,500",2/15/2006,"$625,000",Residential - 1 Family ResOld style,55.45 x 111,1905,"3,208",5,4,2
"314 MINNESOTA, Buffalo",0797200001020000,79.72-1-20,"$75,000",2/15/2006,"$98,000",Residential - 2 Family ResOld style,47.04 x 150,1927,"3,330",6,2,0
"761 WOODLAWN, Buffalo",1013700005006200,101.37-5-6.2,"$68,598",2/13/2006,"$72,000",Residential - 1 Family ResColonial,50 x 107,1996,"1,452",3,1.5,0
"37 CARMEL, Buffalo",0796100001011000,79.61-1-11,"$78,000",2/10/2006,"$240,000",Residential - 2 Family ResOld style,40 x 121,1920,"3,300",6,2,0
"124 DAVIDSON, Buffalo",0903400006036000,90.34-6-36,"$28,000",2/9/2006,"$40,000",Residential - 1 Family ResOld style,32 x 105,1925,"1,154",3,1,0
"89 SUMNER, Buffalo",1016500009024000,101.65-9-24,"$44,550",2/9/2006,"$49,000",Residential - 2 Family ResOld style,35 x 130,1923,"2,939",5,2,0
"187 NORTH PARK, Buffalo",0786500004039000,78.65-4-39,"$109,175",2/9/2006,"$236,000",Residential - 2 Family ResOld style,33.33 x 160,1930,"2,806",6,2,0
"47 DAKOTA, Buffalo",0787100001036000,78.71-1-36,"$132,000",2/9/2006,"$205,000",Residential - 3 Family ResOld style,33.33 x 155,1916,"2,624",7,3,0
"170 LINWOOD AVE, Buffalo",1005500004012000L6,100.55-4-12./L6,"$257,500",2/8/2006,"$219,000",Commercial - ApartmentTownhouse,13 x 160,1907,"2,050",2,2,0
"81 PARKVIEW, Buffalo",1332600004004000,133.26-4-4,"$33,000",2/8/2006,"$47,000",Residential - 2 Family ResOld style,33 x 107,1900,"1,367",3,2,0
"5 HURON EAST, Buffalo",1114600009005000,111.46-9-5,"$165,000",2/8/2006,"$635,000",Commercial - 1 use sm bld ,45.5 x 101,,,,,
"318 RIVERSIDE, Buffalo",0775800001034000,77.58-1-34,"$52,000",2/8/2006,"$62,000",Residential - 1 Family ResOld style,30 x 100,1930,"1,134",3,1,0
"114 CHATHAM, Buffalo",0892900002009000,89.29-2-9,"$177,000",2/6/2006,"$293,000",Residential - 1 Family ResOld style,40 x 127,1927,"2,298",3,2.5,1
"30 PARKER, Buffalo",0892800005028000,89.28-5-28,"$80,000",2/6/2006,"$201,000",Residential - 1 Family ResOld style,45 x 106,1900,"2,201",4,1.5,0
"551 SEVENTH, Buffalo",0998300001020000,99.83-1-20,"$30,000",2/3/2006,"$110,000",Residential - 2 Family ResOld style,53 x 132,1890,"2,633",4,2,0
"82 CRESTWOOD, Buffalo",0787200003008000,78.72-3-8,"$101,000",2/3/2006,"$211,000",Residential - 2 Family ResOld style,36.6 x 132,1920,"2,881",6,2,0
"76 AVERY, Buffalo",0784700003005000,78.47-3-5,"$69,000",2/2/2006,"$151,000",Residential - 1 Family ResOld style,34 x 98,1927,"1,380",3,1,0
"554 ST LAWRENCE, Buffalo",0784200004017000,78.42-4-17,"$63,000",2/1/2006,"$115,000",Residential - 2 Family ResCape cod,67 x 120,1946,"1,474",3,2,0
"232 FERRY WEST, Buffalo",0993500008032000,99.35-8-32,"$43,000",2/1/2006,"$160,000",Commercial - Det row bldg ,30 x 112,,,,,
"33 CRESCENT, Buffalo",0895800003028000,89.58-3-28,"$123,000",2/1/2006,"$260,000",Residential - 1 Family ResOld style,50 x 175,1900,"2,197",3,1.5,1
"180 MCKINLEY PKWY, Buffalo",1337200002036000,133.72-2-36,"$98,000",2/1/2006,"$171,000",Residential - 1 Family ResOld style,36 x 118,1930,"1,731",3,1.5,0
